213.218.162.0/24,FR,FR-IDF,Paris,
185.29.244.0/24,FR,FR-IDF,Paris,
185.29.245.0/24,FR,FR-IDF,Paris,
185.29.246.0/24,FR,FR-IDF,Paris,
185.29.247.0/24,FR,FR-IDF,Paris,
193.56.15.2/24,FR,FR-IDF,Paris,
